Max Aarons,2,0,23.9,0.0
Joshua Acheampong,0,0,0,0.0
Tyler Adams,0,0,0,0.0
Tosin Adarabioyo,14,5,14.2,+1.3
Elijah Adebayo,31,14,9.6,+4.1
Simon Adingra,52,22,15.9,+1.7
Nayef Aguerd,14,3,10.8,-0.5
Brandon Aguilera,0,0,0,0.0
Naouirou Ahamada,9,2,20.4,-0.5
Anel Ahmedhod?i?,19,5,11.9,-1.1
Ola Aina,11,1,26.6,+0.7
Rayan A?t-Nouri,24,8,16.8,-1.3
Kristoffer Ajer,12,4,9.9,+0.7
Manuel Akanji,15,5,17.0,+0.1
Nathan Ak?,20,5,10.8,-0.5
Thiago Alc?ntara,0,0,0,0.0
Trent Alexander-Arnold,47,8,24.4,+0.4
Alisson,0,0,0,0.0
Miguel Almir?n,41,12,16.1,-1.5
Edson ?lvarez,17,3,21.1,-0.3
Juli?n ?lvarez,96,37,17.8,-2.0
Zeki Amdouni,48,21,17.8,-0.8
Sofyan Amrabat,3,0,26.1,-0.1
Joachim Andersen,21,8,12.8,+0.3
Elliot Anderson,19,4,14.5,-1.5
Jaidon Anthony,2,1,24.5,-0.1
Michail Antonio,30,14,13.1,+0.2
Antony,43,15,18.9,-2.4
Oliver Arblaster,1,1,16.6,0.0
Cameron Archer,42,9,16.7,-1.5
Cameron Archer1,0,0,0,0.0
Alphonse Areola,0,0,0,0.0
Lorenz Assignon,9,4,22.1,+0.6
Serge Aurier,6,1,16.0,-0.2
Taiwo Awoniyi,22,11,11.5,+1.3
Jordan Ayew,48,19,18.2,+0.1
Beno?t Badiashile,6,1,14.1,-0.3
Leon Bailey,53,18,16.1,+3.7
Stefan Bajcetic,0,0,0,0.0
George Baldock,1,0,22.2,0.0
Carlos Baleba,21,5,24.4,-0.8
Fod? Ballo-Tour?,0,0,0,0.0
Shandon Baptiste,2,2,6.6,+0.1
Valent?n Barco,4,2,24.2,-0.2
Ross Barkley,66,19,21.5,+0.9
Harvey Barnes,27,12,16.0,+1.4
Chris Basham,2,0,10.8,-0.1
Calvin Bassey,5,1,10.1,+0.7
Owen Beck,0,0,0,0.0
Donny van de Beek,1,0,16.1,0.0
Amari'i Bell,2,2,18.8,-0.3
Jean-Ricner Bellegarde,15,5,16.5,+0.4
Anis Ben Slimane,8,3,18.2,-0.8
Sa?d Benrahma,18,5,19.8,-1.8
Rodrigo Bentancur,18,4,16.3,-0.9
Daniel Bentley,0,0,0,0.0
J?hann Berg Gu?mundsson,15,6,15.6,-0.9
Sander Berge,25,3,17.6,-0.9
Luke Berry,8,4,10.9,+1.0
Beto,42,12,14.7,-3.8
Jordan Beyer,5,0,8.2,-0.5
Philip Billing,30,8,20.6,-0.5
Yves Bissouma,24,5,25.0,-1.4
Benicio Boaitey,1,0,25.2,0.0
Oscar Bobb,4,1,11.1,-0.4
Jayden Bogle,32,11,16.2,+0.7
Willy Boly,14,6,10.4,+0.5
Sven Botman,10,2,10.5,+1.4
Jarrod Bowen,84,37,14.2,+4.4
Conor Bradley,12,4,17.3,+0.1
Jarrad Branthwaite,14,4,11.6,+1.3
Ben Brereton,34,16,14.5,-0.1
Rhian Brewster,7,3,23.2,-0.4
Armando Broja,13,2,11.1,-1.4
Armando Broja1,0,0,0,0.0
Andre Brooks,9,2,19.5,-0.4
David Brooks,13,5,17.4,-1.2
Jacob Brown,26,6,14.1,-0.8
Josh Brownhill,28,11,21.8,+2.1
Jacob Bruun Larsen,43,14,19.2,+1.0
Hugo Bueno,5,0,18.4,-0.3
Santiago Bueno,0,0,0,0.0
Facundo Buonanotte,21,8,16.8,+0.6
Reece Burke,13,3,14.3,-1.3
Dan Burn,23,5,8.1,-1.1
Mason Burstow,0,0,0,0.0
Mois?s Caicedo,13,4,29.0,+0.6
Tom Cairney,17,8,21.2,-0.1
Dominic Calvert-Lewin,71,28,13.9,-5.9
Thomas Cannon,0,0,0,0.0
Diego Carlos,10,1,9.1,-1.9
Cesare Casadei,0,0,0,0.0
Casemiro,39,9,17.1,-2.5
Kaelan Casey,0,0,0,0.0
Matty Cash,33,13,16.2,-2.2
Timothy Castagne,14,4,11.3,-0.6
Jonny Castro,0,0,0,0.0
Trevoh Chalobah,2,2,9.5,+0.8
Calum Chambers,0,0,0,0.0
Youssef Chermiti,7,2,14.6,-0.7
Ben Chilwell,12,4,16.6,-1.2
Tawanda Chirewa,3,1,21.0,-0.2
Leon Chiwome,2,0,11.2,-0.1
Tahith Chong,31,7,16.6,+1.3
Ryan Christie,43,13,20.0,-2.3
Carney Chukwuemeka,3,2,19.9,+0.8
Bobby Clark,2,0,18.7,-0.1
Jordan Clark,17,4,16.9,0.0
Nathaniel Clyne,4,0,22.5,-0.2
S?amus Coleman,0,0,0,0.0
Nathan Collins,10,2,9.9,-0.7
Levi Colwill,11,3,11.9,-0.3
Lewis Cook,12,4,24.0,-0.4
Jack Cork,0,0,0,0.0
Maxwel Cornet,4,1,12.5,+0.6
Vladim?r Coufal,8,2,22.6,-0.3
Philippe Coutinho,3,1,24.9,-0.1
Aaron Cresswell,0,0,0,0.0
Marc Cucurella,8,4,14.4,-1.1
Josh Cullen,16,5,22.8,+1.4
Matheus Cunha,72,36,18.0,+2.5
Sam Curtis,0,0,0,0.0
Mahmoud Dahoud,6,1,26.8,-0.2
Ameen Al-Dakhil,8,3,16.0,-0.3
Diogo Dalot,30,7,21.0,+0.3
Mikkel Damsgaard,9,4,18.0,-0.9
Danilo,23,7,21.0,+0.2
Arnaut Danjuma,25,9,16.0,-1.6
Jayden Danns,0,0,0,0.0
Josh Dasilva,0,0,0,0.0
David Datro Fofana,19,10,14.0,-0.5
Ben Davies,12,2,11.8,-1.3
Tom Davies,4,1,15.4,-0.4
Craig Dawson,16,5,11.2,-0.5
Kevin De Bruyne,44,17,21.4,+1.6
Hannes Delcroix,4,2,11.2,-0.4
Leander Dendoncker,2,1,12.5,+0.3
Moussa Diaby,54,22,15.9,-1.0
Amad Diallo,10,4,19.3,+0.5
Amadou Diallo,0,0,0,0.0
R?ben Dias,20,8,15.2,-1.4
Luis D?az,94,32,15.0,-3.9
Eric Dier,0,0,0,0.0
Lucas Digne,20,4,20.0,-0.1
Issa Diop,5,1,14.6,-0.3
Axel Disasi,16,4,10.3,-0.4
Ben Doak,0,0,0,0.0
Lewis Dobbin,5,2,15.6,+0.7
Matt Doherty,9,3,10.8,+0.2
Jeremy Doku,55,19,16.4,+0.5
Nicol?s Dom?nguez,22,6,16.9,+0.7
Jamie Donley,0,0,0,0.0
Abdoulaye Doucour?,47,21,12.2,-1.8
Cheick Doucour?,6,2,21.6,-0.3
Alfie Doughty,26,8,16.3,+0.7
Tommy Doyle,14,3,26.2,-0.4
Radu Dr?gu?in,1,0,10.4,-0.1
Martin D?bravka,0,0,0,0.0
Paul Dummett,1,0,16.1,0.0
Lewis Dunk,33,12,13.4,-0.1
Jhon Dur?n,20,7,16.8,+3.0
George Earthy,1,1,3.8,+0.7
Ederson,0,0,0,0.0
Odsonne ?douard,51,19,13.7,+0.8
John Egan,3,1,10.3,-0.2
Hjalmar Ekdal,2,1,16.4,-0.1
Anthony Elanga,54,22,16.2,-1.6
Harvey Elliott,49,16,20.8,+0.3
Mohamed Elneny,2,1,25.8,-0.1
Emerson,6,3,22.5,+0.8
Julio Enciso,28,8,21.2,-1.4
Wataru Endo,10,3,22.0,+0.5
Christian Eriksen,13,4,22.0,0.0
Maxime Est?ve,7,0,19.1,-0.3
Pervis Estupi??n,11,6,18.8,+1.0
Jonny Evans,1,0,5.4,-0.1
Eberechi Eze,82,33,20.7,+1.9
?ukasz Fabia?ski,0,0,0,0.0
Romain Faivre,2,0,17.0,-0.2
Ansu Fati,26,11,14.6,-1.4
Felipe,3,0,16.6,-0.1
Evan Ferguson,33,20,15.5,+1.4
Bruno Fernandes,90,35,22.8,0.0
Enzo Fern?ndez,45,13,21.3,-3.2
John Fleck,0,0,0,0.0
Mark Flekken,0,0,0,0.0
Phil Foden,105,48,18.5,+8.7
Wes Foderingham,0,0,0,0.0
Pablo Fornals,7,3,20.1,-0.3
Omari Forson,1,0,21.6,0.0
Lyle Foster,34,16,14.6,+0.5
Matheus Fran?a,8,2,21.8,-0.4
Nathan Fraser,3,2,16.6,-0.3
Cody Gakpo,66,24,15.4,-1.0
Conor Gallagher,48,17,20.4,+0.8
Idrissa Gana Gueye,26,7,22.2,+2.7
Alejandro Garnacho,100,27,15.8,-1.4
