Player,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,PassOff,BlockedPass,MP,Min,Starts,Compl,Subs,unSub,PPM,onG,onGA,On-Off,onxG,onxGA,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Sh,SoT,ShotDist,FKS,G-xG,PenToDef,ToDef3rd,ToMid3rd,ToAtt3rd,PenToAtt,ToLive,Att.2,Succ,Tkld,Carries,TotDist,PrgDist,Pfin,CPA,Mis,Dis,Rec,TotCmp,TotAtt,TotDistPass,PrgDistPass,ShrCmp,ShrAtt,MedCmp,MedAtt,LongCmp,LongAtt,xA,KP,Cfin,PPA,CrsPA,2CrdY,Fls,Fld,Off,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,SCA,SCAPassLive,SCAPassDead,SCATO,SCASh,SCAFld,SCADef,GCA,GCAPassLive,GCAPassDead,GCATO,GCASh,GCAFld,GCADef,TklDef3rd,TklMid3rd,TklAtt3rd,ChalTkl,ChalAtt,ChalLost,Blocks,BlSh,Pass,Clr,Err,GA,SoTA,Saves,W,D,L,CS,PKattA,PKA,PKsv,PKm,FKGA,CKGA,PSxG,PSxG/SoT,PSxG+/-,LPCmp,LPAtt,GKPAtt,Thr,PAvgLen,GKAtt,GKAvgLen,Opp,Stp,#OPA,AvgDist,Value
Ederson,GK,28,35,1257,1049,207,55,1,8,0,0,0,0,0,0,1079,1,1,35,"3,150",35,35,0,3,2.34,89,32,0.3,73.3,28.3,0,1,1,0,0,0,3,0,0,0,0.2,0,0,0,0,0,0,0,0,1049,1295,9,0,0,1302,0,0,0,869,4059,2429,0,0,0,0,833,1079,1257,26248,17275,237,239,563,572,278,442,0.2,1,13,0,0,0,1,4,0,1,1,0,1,0,35,8,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,2,1,0,0,0,10,2,0.91,46,62.3,4,5,11,31.4,3,0,0,0,1,4,26.2,0.3,-4.8,117,263,1104,147,28,152,32.3,286,19,33,15.7,40
Rodri,MF,26,32.3,2987,2943,43,37,2,26,6,3,0,0,0,0,2723,1,21,36,"2,911",34,23,2,1,2.39,83,26,1.06,67.4,24.4,2,6,8,2,0,0,5,0,4.6,4.6,4.1,76,260,37,50,14,17.1,0,-2.6,119,706,1993,592,62,3272,37,25,8,2004,10293,5622,72,3,21,19,2511,2723,2987,49949,11936,1103,1187,1278,1369,300,354,3.5,32,265,33,3,0,47,20,3,33,41,0,0,0,301,72,32,92,80,0,4,6,1,1,10,10,0,0,0,0,0,28,28,11,26,53,27,40,14,26,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Erling Haaland,FW,22,30.8,500,449,45,0,4,0,12,2,1,0,0,0,360,6,21,35,"2,769",33,21,2,1,2.37,84,26,1.47,66.9,24.3,36,8,44,29,7,7,5,0,28.4,23,5.3,35,58,151,116,53,12.6,0,7.6,18,39,290,435,217,756,32,11,18,405,2020,761,10,25,51,26,583,360,500,4403,947,218,276,100,132,7,9,3.1,29,14,23,0,0,31,24,8,3,2,1,0,0,37,50,50,72,48,0,5,10,8,1,17,14,0,0,1,2,0,0,2,1,1,5,4,12,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
İlkay Gündoğan,MF,31,26.1,1578,1519,56,24,18,6,30,5,21,7,4,1,1374,3,27,31,"2,353",27,17,4,7,2.39,71,20,1.11,61.3,19.4,8,4,12,8,0,1,0,0,7.5,6.7,3.3,53,170,124,53,20,18.1,5,0.5,31,243,975,596,88,1805,42,16,18,1072,5457,2628,44,7,28,27,1425,1374,1578,21396,4941,746,819,492,543,99,130,4.4,37,143,35,1,0,23,25,6,20,18,2,0,0,155,19,12,90,71,7,2,4,4,2,17,13,1,0,1,2,0,7,13,10,12,34,22,18,3,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Manuel Akanji,DF,27,25.4,2056,1999,55,28,0,8,6,27,0,0,0,0,1912,2,8,29,"2,287",24,22,5,1,2.52,63,23,-0.09,51.6,21.1,0,1,1,0,0,0,2,0,1.3,1.3,0.4,24,116,17,15,2,15.9,0,-1.3,121,815,1248,176,34,2231,12,6,3,1544,8443,5039,40,1,12,3,1734,1912,2056,32634,10258,867,902,903,945,117,166,1,7,140,3,1,0,24,12,0,16,25,0,0,0,136,23,34,23,22,0,0,1,0,0,0,0,0,0,0,0,0,15,18,3,23,36,13,27,9,18,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Bernardo Silva,MF,27,24.5,1543,1468,73,15,3,10,75,48,7,0,2,0,1317,2,27,34,"2,205",24,16,10,4,2.35,61,24,-0.27,48,22.9,4,5,9,4,0,0,5,0,2.2,2.2,3.3,90,130,188,25,9,18.1,0,1.8,31,281,797,707,92,1772,64,28,29,1115,7092,3523,73,29,30,31,1324,1317,1543,20840,3604,717,771,462,529,92,149,4,31,76,35,11,0,31,15,2,16,23,1,0,0,122,4,13,75,65,1,4,1,3,1,12,11,0,0,0,1,0,11,25,8,18,45,27,23,6,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Jack Grealish,FW,26,22.8,1072,1011,56,7,6,8,53,25,24,12,0,1,902,5,35,28,"2,055",23,11,5,5,2.64,63,16,1.14,50.6,14,5,7,12,5,0,0,4,0,4.6,4.6,7.1,143,100,310,41,15,15.4,0,0.4,20,141,421,772,136,1308,110,45,28,957,8506,3982,83,63,36,29,1065,902,1072,13270,2584,539,588,295,337,41,66,6.7,50,28,48,2,0,27,78,3,7,16,1,0,0,110,14,17,104,71,7,6,6,13,1,20,14,1,0,1,3,1,10,12,3,13,23,10,17,3,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Rúben Dias,DF,25,22.2,2080,2029,51,38,1,6,1,7,0,0,0,0,1928,0,7,26,"1,998",22,19,4,6,2.65,65,16,1.45,47,17,0,0,0,0,0,0,3,0,1.3,1.3,0.6,14,98,2,10,2,9.1,0,-1.3,176,881,1280,83,22,2237,10,8,1,1497,8194,5025,22,1,1,4,1791,1928,2080,35553,12572,696,726,1074,1122,143,203,0.3,3,135,0,0,0,19,7,0,18,13,0,0,0,99,44,28,15,11,1,0,3,0,0,1,1,0,0,0,0,0,10,10,1,11,18,7,21,13,8,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Kyle Walker,DF,32,21.8,1892,1732,158,25,4,21,28,133,0,0,0,0,1661,2,18,27,"1,958",22,18,5,5,2.37,54,20,-0.1,44.9,20.4,0,0,0,0,0,0,3,0,0.4,0.4,0.2,50,162,75,5,1,24.8,0,-0.4,57,438,1198,370,15,1996,19,13,4,1189,5455,2900,40,2,14,6,1542,1661,1892,29177,8283,744,795,753,826,144,216,0.9,6,189,10,4,0,15,10,0,18,9,0,0,0,124,23,11,25,22,2,0,0,0,1,3,3,0,0,0,0,0,8,5,0,4,24,20,12,2,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Riyad Mahrez,FW,31,21.3,1166,1028,138,36,10,7,96,37,65,26,20,1,958,0,18,30,"1,920",22,11,8,8,2.5,51,23,-0.67,44.1,18.9,5,10,15,4,1,1,2,0,5.6,4.8,7,78,76,242,42,12,17.2,7,-0.6,14,105,494,802,110,1391,73,25,27,934,5159,2361,47,45,35,27,1042,958,1166,15746,2752,506,567,355,416,82,141,5.3,52,36,37,7,0,16,42,7,9,14,0,0,0,82,9,14,116,74,17,7,10,6,2,21,13,2,2,3,0,1,8,13,9,13,39,26,27,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
