Patrick van Aanholt,33,11,23.4,1.9
Rolando Aarons,2,0,19.9,-0.1
Tammy Abraham,42,13,13.1,-1.8
Charlie Adam,9,2,31.5,-1.6
Adri?n,0,0,0,0
Ibrahim Afellay,0,0,0,0
Benik Afobe,8,3,8.6,-1.6
Sergio Ag?ero,90,38,13.9,4.8
Nathan Ak?,18,8,11.2,0.6
Marc Albrighton,20,6,20.5,0.4
Toby Alderweireld,10,1,20.7,-0.4
Trent Alexander-Arnold,12,5,21.5,0
Joe Allen,24,4,18.4,0.2
Dele Alli,69,17,15.9,-0.1
Marcos Alonso,65,22,17,2.9
Daniel Amartey,0,0,0,0
Ethan Ampadu,0,0,0,0
Nordin Amrabat,1,0,12.6,-0.1
Michail Antonio,34,15,21.9,0.6
Scott Arfield,18,7,18.4,0.7
Marko Arnautovi?,71,33,14.5,2.4
Harry Arter,11,1,26.1,0.7
Christian Atsu,35,12,17.4,-2
Pierre-Emerick Aubameyang,29,17,14.6,1.6
Serge Aurier,15,5,21.2,1.2
Charlie Austin,47,24,15,-0.1
Andr? Ayew,12,4,13.6,-0.3
Andr? Ayew1,13,7,13,-1.9
Jordan Ayew,65,20,18.9,-0.3
C?sar Azpilicueta,13,3,19.4,0.7
Eric Bailly,3,1,4.9,-0.1
Leighton Baines,5,2,24.7,-0.1
Tiemou? Bakayoko,40,8,18.5,-1.2
Sam Baldock,0,0,0,0
Beni Baningime,0,0,0,0
Phil Bardsley,2,2,32.1,0
Ross Barkley,2,1,13.1,-0.8
Ashley Barnes,60,22,15.4,2.3
Harvey Barnes,1,0,9.6,-0.1
Gareth Barry,16,6,18.2,-0.6
Kyle Bartley,2,0,9.5,-0.1
Michy Batshuayi,13,5,18,0.9
Moritz Bauer,3,1,17.1,-0.2
Jan Bednarek,1,1,7.4,0.8
Asmir Begovi?,0,0,0,0
H?ctor Beller?n,29,8,17.3,-0.2
Yohan Benalouane,2,1,17.5,-0.1
Christian Benteke,58,17,12.5,-7.2
Saido Berahino,9,3,18.9,-2
J?hann Berg Gu?mundsson,54,18,21.7,-1.5
Ryan Bertrand,20,2,19.5,-1.7
Muhamed Be?i?,0,0,0,0
Philip Billing,7,2,29.6,-0.2
Mame Biram Diouf,59,19,13.5,-0.5
Daley Blind,3,0,21.2,-0.1
Jeremie Boga,0,0,0,0
Yannick Bolasie,19,7,16.8,-0.5
Ga?tan Bong,4,1,29.3,-0.1
Wilfried Bony,20,6,18,0.4
Sofiane Boufal,30,6,18.3,0.3
Robbie Brady,24,6,22.8,-0.2
Claudio Bravo,0,0,0,0
Miguel Britos,4,2,17.4,0.2
Leon Britton,0,0,0,0
Izzy Brown,1,1,18.1,-0.1
Bruno,2,1,20.8,-0.1
Chris Brunt,25,5,26.4,-1.8
Oliver Burke,4,0,15.2,-0.5
Jack Butland,0,0,0,0
Sam Byram,4,0,15.3,-0.3
Willy Caballero,0,0,0,0
Yohan Cabaye,38,11,24.6,-2.3
Gary Cahill,10,3,19.6,-0.5
Dominic Calvert-Lewin,43,16,14.7,-0.9
Geoff Cameron,5,0,14.1,-0.3
Tyrese Campbell,2,1,12.1,-0.2
Emre Can,27,8,21.2,1.2
?tienne Capoue,23,3,28.1,0.2
Michael Carrick,2,1,14.7,-0.5
Andr? Carrillo,24,3,17.8,-1.3
Guido Carrillo,11,4,13.3,-0.7
Andy Carroll,28,8,16.4,1.2
Tom Carroll,20,3,23.8,-0.9
Craig Cathcart,2,1,10.1,-0.1
Petr ?ech,0,0,0,0
Nacer Chadli,4,2,27.1,0.8
Nathaniel Chalobah,12,4,22.5,-0.8
Calum Chambers,10,3,13.8,-1.4
Ben Chilwell,6,1,24.8,-0.2
Hamza Choudhury,2,0,30.6,0
Andreas Christensen,12,1,10.9,-0.9
Lee Chung-yong,1,0,12,0
Ciaran Clark,11,3,8.7,0.3
Tom Cleverley,15,3,21.5,-0.9
Sam Clucas,20,7,17.5,0.4
Nathaniel Clyne,2,1,11.8,-0.1
S?amus Coleman,5,2,9.7,-1
James Collins,4,1,9.9,0.7
Lewis Cook,18,2,27.3,-0.5
Steve Cook,22,6,12.5,0.4
Francis Coquelin,1,0,20.9,-0.1
Jack Cork,15,5,17.6,-0.2
Thibaut Courtois,0,0,0,0
Philippe Coutinho,54,17,24,3.5
